rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,train/entropy_loss,train/clip_range,train/value_loss,train/n_updates,train/policy_gradient_loss,train/loss,train/clip_fraction,train/std,train/learning_rate,train/explained_variance,train/approx_kl
707.39,106.87669504000002,104,212992,643,331,-1.6292496863752604,0.2,23.95893134502694,1030,-0.0022774297336582094,51.12985610961914,0.1056640625,0.5454010367393494,0.0003,0.8639979362487793,0.009166071
695.87,106.22591789,105,215040,643,334,-1.617464754357934,0.2,4.575804385542869,1040,-0.003184233928186586,1.3020353317260742,0.09033203125,0.5401620864868164,0.0003,0.9406963847577572,0.011274559
694.62,107.95242612,106,217088,643,337,-1.5989881265908479,0.2,116.7714702948928,1050,-0.0023843911782023496,50.265380859375,0.06767578125,0.5370388031005859,0.0003,0.7024127542972565,0.006154203
700.71,107.35531428999998,107,219136,643,340,-1.5832528278231621,0.2,45.91372279934585,1060,-0.0011412063831812702,99.53732299804688,0.079541015625,0.529801607131958,0.0003,0.8286249190568924,0.004535717
706.88,108.03856817,108,221184,643,343,-1.5728201683610679,0.2,2.7029232491739092,1070,-0.0015172699859249406,1.6970698833465576,0.12001953125,0.5315452814102173,0.0003,0.9568842500448227,0.007897626
707.45,107.73318361000001,109,223232,643,347,-1.5802884120494127,0.2,1.515735673159361,1080,-0.0024040941418206783,0.7624632120132446,0.078369140625,0.5335614681243896,0.0003,0.9734254777431488,0.0063908165
700.4,107.53466341000001,110,225280,643,350,-1.5787979323416947,0.2,39.232032725028695,1090,-0.004653140287700808,1.8622291088104248,0.065087890625,0.532900333404541,0.0003,0.7500882893800735,0.0061510173
691.3,102.20177084,111,227328,643,353,-1.5751257579773665,0.2,170.7934824615717,1100,-0.0008882040063326712,51.86311721801758,0.02021484375,0.5315833687782288,0.0003,0.5525209307670593,0.0017067319
682.3,100.42902074999998,112,229376,643,356,-1.572510065510869,0.2,71.51808013543487,1110,-0.0032597459619864823,2.776506185531616,0.061474609375,0.5315523147583008,0.0003,0.6455715894699097,0.0076240962
674.87,104.45457822999997,113,231424,643,359,-1.5730515506118536,0.2,144.67401562929155,1120,-0.005078951775067253,3.9086389541625977,0.039990234375,0.5318388938903809,0.0003,0.6272030472755432,0.008778171
682.21,105.90855657999998,114,233472,643,362,-1.5684202067553996,0.2,136.8868014037609,1130,-0.007253724857582711,35.594844818115234,0.068896484375,0.5289469957351685,0.0003,0.5380625128746033,0.007769758
690.39,106.64974672,115,235520,643,366,-1.5518481459468603,0.2,8.541048194095492,1140,-0.0008255609514890239,1.5236438512802124,0.09443359375,0.5232921838760376,0.0003,0.9380811490118504,0.010586888
703.92,112.75762679000003,116,237568,643,369,-1.5286266423761845,0.2,29.723414052277803,1150,-0.0033831643042503854,4.7869462966918945,0.11875,0.5180373191833496,0.0003,0.843653991818428,0.010813848
710.34,115.09388632000002,117,239616,643,372,-1.509733260795474,0.2,62.59965390414,1160,-0.0005977236563921906,7.388124465942383,0.087548828125,0.5137044191360474,0.0003,0.6930579245090485,0.012707256
717.69,117.16744095,118,241664,642,375,-1.4898932795971631,0.2,43.661904368549585,1170,-0.0018169326707720757,4.342179775238037,0.070703125,0.5082083940505981,0.0003,0.8355199098587036,0.004679247
717.69,115.48882122999997,119,243712,642,379,-1.4567824352532626,0.2,18.258478698786348,1180,-0.00018017743059317581,2.14827299118042,0.128759765625,0.5020990371704102,0.0003,0.7726686000823975,0.0077438196
725.12,116.20698095,120,245760,642,382,-1.4667757835239172,0.2,12.603451531380415,1190,-0.0003143806865409715,4.913092613220215,0.070458984375,0.5117949843406677,0.0003,0.7976938039064407,0.0077617355
725.12,116.41305093000001,121,247808,643,385,-1.47232825756073,0.2,1.541713231569156,1200,-0.0024619133706437423,0.6981204748153687,0.07783203125,0.5033476948738098,0.0003,0.9682004675269127,0.009250069
714.53,115.39022427,122,249856,642,388,-1.4357468485832214,0.2,1.518806683924049,1210,-0.002435380418319255,0.319871723651886,0.09404296875,0.49572938680648804,0.0003,0.9845058349892497,0.008105915
721.7,116.94722320999999,123,251904,643,391,-1.4200892698019743,0.2,220.62373024225235,1220,-0.004952660766866757,77.97074127197266,0.1310546875,0.49504899978637695,0.0003,0.4366927146911621,0.0056607574
706.73,116.68562081000002,124,253952,643,394,-1.4041422631591558,0.2,52.95900589395315,1230,-0.0002478731992596295,3.541348457336426,0.0888671875,0.4862348437309265,0.0003,0.8114182651042938,0.012545962
700.6,118.32956494000001,125,256000,643,398,-1.3802283465862275,0.2,114.27121572047471,1240,-0.004938775094342418,65.9928207397461,0.05234375,0.4852527976036072,0.0003,0.6020345985889435,0.0059448956
702.18,122.69285510000002,126,258048,643,401,-1.3790860835462808,0.2,29.93145051356405,1250,0.00026869585417443886,2.475219964981079,0.100634765625,0.4853115677833557,0.0003,0.7509247958660126,0.00858976
692.99,124.57612075000002,127,260096,643,404,-1.3746369156986475,0.2,100.00500903129577,1260,-0.001913974099443294,7.380344867706299,0.04970703125,0.4839760661125183,0.0003,0.7771089971065521,0.003534642
685.54,126.33981189000001,128,262144,643,407,-1.370478718355298,0.2,136.50633255541325,1270,-0.003937872430833522,14.50039291381836,0.075244140625,0.48437178134918213,0.0003,0.47261112928390503,0.006818258
678.65,127.12473409,129,264192,643,410,-1.359740724787116,0.2,19.630521302483977,1280,0.0016981641165330075,0.8423485159873962,0.118115234375,0.47798317670822144,0.0003,0.860345333814621,0.0064697657
679.26,129.88654546,130,266240,643,414,-1.3448966696858407,0.2,18.96958480142057,1290,-0.0008702319908479694,12.224164009094238,0.103125,0.4789050817489624,0.0003,0.8707237243652344,0.010720682
684.21,131.34058374,131,268288,643,417,-1.3475629042834043,0.2,53.3469591781497,1300,0.0012991266572498716,6.26768159866333,0.048876953125,0.47758644819259644,0.0003,0.6699699461460114,0.0043916875
697.3,132.90566549,132,270336,643,420,-1.3414514373987914,0.2,58.49778967630118,1310,-0.0005304927872202825,36.7515754699707,0.060302734375,0.47652703523635864,0.0003,0.7450093626976013,0.006628425
704.7,135.43790756,133,272384,643,423,-1.3387073736637831,0.2,6.023474573530256,1320,-0.006297767536307219,1.185429573059082,0.084130859375,0.4750765562057495,0.0003,0.9110972583293915,0.009115096
699.55,135.66628437,134,274432,643,426,-1.323698589578271,0.2,2.6001280087046323,1330,-0.0006415674732124898,2.9431426525115967,0.106396484375,0.47019726037979126,0.0003,0.9695488158613443,0.010543158
702.52,136.55285612,135,276480,643,429,-1.3091972883790732,0.2,117.6962989576161,1340,-0.0033279186576692155,27.697519302368164,0.077783203125,0.46931397914886475,0.0003,0.6675926148891449,0.0054132445
694.91,139.36320359000004,136,278528,643,433,-1.3079377286136151,0.2,36.461503957211974,1350,-7.040581040200778e-05,1.7489944696426392,0.100732421875,0.4700108766555786,0.0003,0.901006206870079,0.006441769
684.56,141.21884929999996,137,280576,643,436,-1.3009704660624266,0.2,101.1812532544136,1360,-0.006195665989798727,26.35036277770996,0.072802734375,0.46540915966033936,0.0003,0.6159971654415131,0.005940172
672.32,140.82000852,138,282624,643,439,-1.2828884486109018,0.2,127.42639932334423,1370,-0.0033570074381714223,57.294246673583984,0.0484375,0.46166086196899414,0.0003,0.5699387490749359,0.005315011
